48.208164,16.228557
49.959589,-5.207695
50.5135,-4.113306
50.7704,-0.1478
50.811333,-1.715972
50.8241,-0.3011
50.825,-0.2959
51.0677,-0.0902
51.0686,-0.0896
51.0689,-0.0908
51.1313,1.3412
51.2543,-0.3168
51.2563,-0.32
51.2859,0.4533
51.2884,-0.17861
51.309788,-0.47617
51.4061,-0.3319
51.4075,-0.3209
51.4093,-0.317
51.4111,-0.3108
51.4136,-0.3077
51.415,-0.3051
51.4192,-0.3044
51.4207,-0.3051
51.4208,-0.3018
51.4209,-0.3049
51.4212,-0.3051
51.4224,-0.3057
51.4252,-0.308
51.4257,-0.3082
51.4262,-0.3003
51.4265,-0.3006
51.4282,-0.3121
51.4282,-0.3129
51.4284,-0.2951
51.4284,-2951.0
51.429,-0.3148
51.4293,-0.3072
51.4298,-0.3168
51.4303,-0.319
51.4316,-0.2936
51.4318,-0.324
51.4324,-0.3253
51.4326,-0.321
51.4335,-0.325
51.435,-0.3214
51.4359,-0.3254
51.4361,-0.3215
51.4376,-0.3228
51.4381,-0.3228
51.4395,-0.3222
51.4467,-0.3112
51.4469,-0.2989
51.447,-0.2989
51.4476,-0.299
51.4477,-0.2977
51.448,-0.2991
51.4481,-0.2989
51.4488,-0.3055
51.4501,-0.3
51.4529,-0.3026
51.4716,-0.298
51.472,-0.2983
51.4725,-0.2945
51.4725,-0.3035
51.4735,-0.2956
51.4737,-0.2931
51.474,-0.2972
51.4741,-0.3053
51.4744,-0.3058
51.475,-0.2955
51.4761,-0.2933
51.477,-0.299
51.4774,-0.2922
51.4784,-0.2946
51.4797,-0.2904
51.4797,-0.3003
51.48,-0.2894
51.48,-0.299
51.4805,-0.2898
51.4805,-0.29
51.4805,-0.2962
51.4808,-0.2979
51.4808,-0.2985
51.4809,-0.2981
51.4812,-0.2936
51.4812,-0.2998
51.4815,-0.2896
51.4817,-0.2883
51.4819,-0.2887
51.4819,-0.2975
51.482,-0.2878
51.482,-0.2879
51.4821,-0.2876
51.4822,-0.2979
51.4823,-0.2885
51.4824,-0.2975
51.4825,-0.2876
51.4825,-0.2877
51.4825,-0.2878
51.4826,-0.2972
51.48273,-0.2903
51.4831,-0.2971
51.48319,-0.29304
51.4833,-0.2947
51.4834,-0.291
51.4837,-0.293
51.4838,-0.2955
51.4841,-0.2953
