Plant group,Family,Genus,Species,Status,Priority,Collected in 2020,"""Black list"" (collected/sequenced by others)",Collected by RBGE after jan2021,Collected by RBGK after jan2021,Notes
Flowering plants,Cornaceae,Cornus,sanguinea,dtol_family_representative,yes,yes,,,,
Flowering plants,Cornaceae,Cornus,sericea,dtol,,,,,,
Flowering plants,Cornaceae,Cornus,suecica,dtol,,,,yes,,
Flowering plants,Crassulaceae,Crassula,aquatica,dtol,,,,,,
Flowering plants,Crassulaceae,Crassula,helmsii,dtol_family_representative,yes,,,yes,,
Flowering plants,Crassulaceae,Crassula,tillaea,dtol,,,,,,
Flowering plants,Crassulaceae,Hylotelephium,telephium,dtol,,,,,,
Flowering plants,Crassulaceae,Petrosedum,forsterianum,dtol,,,,,,
Flowering plants,Crassulaceae,Rhodolia,rosea,dtol,,,,,,
Flowering plants,Crassulaceae,Sedum,acre,dtol,,,,,,
Flowering plants,Crassulaceae,Sedum,anglicum,dtol,,,,,yes,
Flowering plants,Crassulaceae,Sedum,villosum,dtol,,,,,,
Flowering plants,Crassulaceae,Umbilicus,rupestris,dtol_other_priority,yes,,,,yes,
Flowering plants,Cucurbitaceae,Bryonia,dioica,dtol_family_representative,yes,yes,,,yes,2020 sample failed sequencing
Flowering plants,Cyperaceae,Blysmus,compressus,dtol,,,,,,
Flowering plants,Cyperaceae,Blysmus,rufus,dtol,,,,,,
Flowering plants,Cyperaceae,Bolboschoenus,laticarpus,dtol,,,,,,
Flowering plants,Cyperaceae,Bolboschoenus,maritimus,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,acuta,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,acutiformis,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,appropinquata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,aquatilis,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,arenaria,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,atrata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,atrofusca,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,bigelowii,dtol,,,,yes,,
Flowering plants,Cyperaceae,Carex,binervis,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,buxbaumii,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,canescens,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,capillaris,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,caryophyllea,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,yes,,
Flowering plants,Cyperaceae,Carex,cespitosa,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,chordorrhiza,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,davalliana,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,demissa,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,depauperata,dtol_other_priority,,yes,,,,
Flowering plants,Cyperaceae,Carex,diandra,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,digitata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,dioica,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,distans,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,disticha,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,divisa,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,divulsa,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,echinata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,elata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,elongata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,ericetorum,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,extensa,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,filiformis,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,flacca,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Cyperaceae,Carex,flava,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,hirta,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,hostiana,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Cyperaceae,Carex,humilis,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,lachenalii,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,laevigata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,lasiocarpa,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,lepidocarpa,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,leporina,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,limosa,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,magellanica,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,maritima,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,microglochin,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,montana,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,muricata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,nigra,dtol,,,,yes,,
Flowering plants,Cyperaceae,Carex,norvegica,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,ornithopoda,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,otrubae,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,pallescens,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,panicea,dtol_family_representative,yes,,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Cyperaceae,Carex,paniculata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,pauciflora,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,pendula,dtol,,,,,yes,
Flowering plants,Cyperaceae,Carex,pilulifera,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,pseudocyperus,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,pulicaris,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Cyperaceae,Carex,punctata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,rariflora,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,recta,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,remota,dtol,,,,yes,,
Flowering plants,Cyperaceae,Carex,riparia,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,rostrata,dtol,,,,yes,,
Flowering plants,Cyperaceae,Carex,rupestris,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,salina,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,saxatilis,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,simpliciusulca,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,spicata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,strigosa,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,sylvatica,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,trinervis,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,vaginata,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,vesicaria,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,viridula,dtol,,,,,,
Flowering plants,Cyperaceae,Carex,vulpina,dtol,,,,,,
Flowering plants,Cyperaceae,Cladium,mariscus,dtol,,,,,,
Flowering plants,Cyperaceae,Cyperus,fuscus,dtol,,,,,,
Flowering plants,Cyperaceae,Cyperus,longus,dtol,,,,,,
Flowering plants,Cyperaceae,Eleocharis,acicularis,dtol,,,,,,
Flowering plants,Cyperaceae,Eleocharis,mamillata,dtol,,,,,,
Flowering plants,Cyperaceae,Eleocharis,multicaulis,dtol,,,,,,
Flowering plants,Cyperaceae,Eleocharis,palustris,dtol,,,,,,
Flowering plants,Cyperaceae,Eleocharis,parvula,dtol,,,,,,
Flowering plants,Cyperaceae,Eleocharis,quinqueflora,dtol_family_representative,yes,,,yes,,
Flowering plants,Cyperaceae,Eleocharis,uniglumis,dtol,,,,,,
Flowering plants,Cyperaceae,Eleogiton,fluitans,dtol,,,,,,
Flowering plants,Cyperaceae,Eriophorum,angustifolium,dtol,,,,,,
Flowering plants,Cyperaceae,Eriophorum,gracile,dtol,,,,,,
Flowering plants,Cyperaceae,Eriophorum,latifolium,dtol,,,,,,
Flowering plants,Cyperaceae,Eriophorum,vaginatum,dtol,,,,,,
Flowering plants,Cyperaceae,Isolepis,cernua,dtol,,,,,,
Flowering plants,Cyperaceae,Isolepis,setacea,dtol,,,,,,
Flowering plants,Cyperaceae,Rhynchospora,alba,dtol,,,,,,
Flowering plants,Cyperaceae,Rhynchospora,fusca,dtol,,,,,,
Flowering plants,Cyperaceae,Schoenoplectus,lacustris,dtol_other_priority,,yes,,,,
Flowering plants,Cyperaceae,Schoenoplectus,tabernaemontani,dtol,,,,yes,,
Flowering plants,Cyperaceae,Schoenoplectus,triqueter,dtol,,,,,yes,
Flowering plants,Cyperaceae,Schoenus,ferrugineus,dtol,,,,,,
Flowering plants,Cyperaceae,Schoenus,nigricans,dtol,,,,,,
Flowering plants,Cyperaceae,Scirpoides,holoschoenus,dtol,,,,,,
Flowering plants,Cyperaceae,Scirpus,sylvaticus,dtol,,,,,,
Flowering plants,Cyperaceae,Trichophorum,alpinum,dtol,,,,,,
Flowering plants,Cyperaceae,Trichophorum,cespitosum,dtol,,,,,,
Flowering plants,Cyperaceae,Trichophorum,germanicum,dtol,,,,,,
Flowering plants,Diapensiaceae,Diapensia,lapponica,dtol_family_representative,yes,,,yes,,
Flowering plants,Dioscoreaceae,Tamus,communis,dtol_family_representative,yes,,,,yes,2020 sample failed extraction - Recollected 2021
Flowering plants,Dipsacaceae,Dipsacus,fullonum,dtol,,,,,RBGK,
Flowering plants,Dipsacaceae,Dipsacus,pilosus,dtol,,,,,,
Flowering plants,Dipsacaceae,Knautia,arvensis,dtol,,,,,yes,
Flowering plants,Dipsacaceae,Scabiosa,columbaria,dtol_family_representative,yes,,Collected by Raj Whitlock/Buxton,,yes,
Flowering plants,Dipsacaceae,Succisa,pratensis,dtol_other_priority,yes,yes,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Droseraceae,Drosera,anglica,dtol,,,,yes,,
Flowering plants,Droseraceae,Drosera,intermedia,dtol_family_representative,yes,,,RBGE,,
Flowering plants,Droseraceae,Drosera,rotundifolia,dtol_family_representative,yes,,To be collected by Helen Hipperson,,,
Flowering plants,Elaeagnaceae,Hippophae,rhamnoides,dtol_family_representative,yes,yes,,,,
Flowering plants,Elatinaceae,Elatine,hexandra,dtol,,,,,,
Flowering plants,Elatinaceae,Elatine,hydropiper,dtol,,,,,,
Flowering plants,Ericaceae,Andromeda,polifolia,dtol,,,,yes,,
Flowering plants,Ericaceae,Arbutus,unedo,dtol,,,,,,
Flowering plants,Ericaceae,Arctostaphylos,alpinus,dtol,,,,,,
Flowering plants,Ericaceae,Arctostaphylos,uva-ursi,dtol,,,,yes,,
Flowering plants,Ericaceae,Calluna,vulgaris,dtol_family_representative,yes,yes,,RBGE (R&D),,RBGE to sample for Kanae's R&D work
Flowering plants,Ericaceae,Empetrum,nigrum,dtol,,,,,,
Flowering plants,Ericaceae,Erica,ciliaris,dtol_other_priority,,yes,,,yes,2020 sample failed extraction; recollected 2021
Flowering plants,Ericaceae,Erica,cinerea,dtol_family_representative,yes,,,yes,,
Flowering plants,Ericaceae,Erica,tetralix,dtol,,,,,,
Flowering plants,Ericaceae,Erica,vagans,dtol,,,,,,
Flowering plants,Ericaceae,Gaultheria,shallon,dtol,,,,,,
Flowering plants,Ericaceae,Hypopitys,monotropa,dtol,,,,,,
Flowering plants,Ericaceae,Kalmia,procumbens,dtol,,,,yes,,
Flowering plants,Ericaceae,Moneses,uniflora,dtol,,,,,,
Flowering plants,Ericaceae,Orthilia,secunda,dtol,,,,,,
Flowering plants,Ericaceae,Phyllodoce,caerulea,dtol,,,,,,
Flowering plants,Ericaceae,Pyrola,media,dtol,,,,,,
Flowering plants,Ericaceae,Pyrola,minor,dtol,,,,,,
Flowering plants,Ericaceae,Pyrola,rotundifolia,dtol,,,,,yes,
Flowering plants,Ericaceae,Rhododendron,ponticum,dtol,,,,,,
Flowering plants,Ericaceae,Vaccinium,microcarpum,dtol,,,,,,
Flowering plants,Ericaceae,Vaccinium,myrtillus,dtol_other_priority,yes,,,yes,,
Flowering plants,Ericaceae,Vaccinium,oxycoccos,dtol,,,,,,
Flowering plants,Ericaceae,Vaccinium,uliginosum,dtol,,,,yes,,
Flowering plants,Ericaceae,Vaccinium,vitis-idaea,dtol,,,,yes,,
Flowering plants,Eriocaulaceae,Eriocaulon,aquaticum,dtol_family_representative,yes,,,yes,,
Flowering plants,Euphorbiaceae,Euphorbia,amygdaloides,dtol,,,,,yes,
Flowering plants,Euphorbiaceae,Euphorbia,exigua,dtol,,,,,,
Flowering plants,Euphorbiaceae,Euphorbia,helioscopia,dtol,,,,,,
Flowering plants,Euphorbiaceae,Euphorbia,lathyris,dtol_other_priority,yes,yes,,,,
Flowering plants,Euphorbiaceae,Euphorbia,paralias,dtol,,,,,yes,
Flowering plants,Euphorbiaceae,Euphorbia,peplis,dtol,,,,,,
Flowering plants,Euphorbiaceae,Euphorbia,peplus,dtol_family_representative,yes,yes,,,,
Flowering plants,Euphorbiaceae,Euphorbia,platyphyllos,dtol,,,,,,
Flowering plants,Euphorbiaceae,Euphorbia,portlandica,dtol,,,,,,
Flowering plants,Euphorbiaceae,Euphorbia,stricta,dtol,,,,,,
Flowering plants,Euphorbiaceae,Mercurialis,annua,dtol_family_representative,yes,yes,,,,
Flowering plants,Euphorbiaceae,Mercurialis,perennis,dtol,,,,,yes,
Flowering plants,Fabaceae,Anthyllis,vulneraria,dtol,,,,yes,,
Flowering plants,Fabaceae,Astragalus,alpinus,dtol,,,,,,
Flowering plants,Fabaceae,Astragalus,danicus,dtol,,,,,,
Flowering plants,Fabaceae,Astragalus,glycyphyllos,dtol,,,,,yes,
Flowering plants,Fabaceae,Cytisus,scoparius,dtol,,,,,,
Flowering plants,Fabaceae,Ervilia,hirsuta,dtol,,,,,,
Flowering plants,Fabaceae,Ervilia,sylvatica,dtol,,,,,,
Flowering plants,Fabaceae,Ervum,gracile,dtol,,,,,,
Flowering plants,Fabaceae,Ervum,tetraspermum,dtol,,,,,,
Flowering plants,Fabaceae,Genista,anglica,dtol,,,,,,
Flowering plants,Fabaceae,Genista,pilosa,dtol,,,,,,
Flowering plants,Fabaceae,Genista,tinctoria,dtol,,,,,,
Flowering plants,Fabaceae,Hippocrepis,comosa,dtol,,,,,,
Flowering plants,Fabaceae,Lathyrus,aphaca,dtol,,,,,yes,
Flowering plants,Fabaceae,Lathyrus,japonicus,dtol_family_representative,yes,yes,,,,
Flowering plants,Fabaceae,Lathyrus,linifolius,dtol_other_priority,,yes,,,,
Flowering plants,Fabaceae,Lathyrus,nissolia,dtol,,,,,,
Flowering plants,Fabaceae,Lathyrus,palustris,dtol,,,,,,
Flowering plants,Fabaceae,Lathyrus,pratensis,dtol,,,,yes,,
Flowering plants,Fabaceae,Lathyrus,sylvestris,dtol,,,,,,
Flowering plants,Fabaceae,Lotus,angustissimus,dtol,,,,,,
Flowering plants,Fabaceae,Lotus,corniculatus,dtol_other_priority,yes,yes,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Fabaceae,Lotus,pedunculatus,dtol,,,,,,
Flowering plants,Fabaceae,Lotus,subbiflorus,dtol,,,,,,
Flowering plants,Fabaceae,Lotus,tenuis,dtol,,,,,,
Flowering plants,Fabaceae,Lupinus,arboreus,dtol,,,,,,
Flowering plants,Fabaceae,Lupinus,nootkatensis,dtol,,,,,,
Flowering plants,Fabaceae,Medicago,arabica,dtol_family_representative,,yes,,,,
Flowering plants,Fabaceae,Medicago,lupulina,dtol,,,,yes,,
Flowering plants,Fabaceae,Medicago,minima,dtol,,,,,,
Flowering plants,Fabaceae,Medicago,polymorpha,dtol,,,,,,
Flowering plants,Fabaceae,Medicago,sativa,dtol,,,,,yes,
Flowering plants,Fabaceae,Melilotus,altissimus,dtol,,,,,,
Flowering plants,Fabaceae,Onobrychis,viciifolia,dtol_other_priority,,yes,,,,
Flowering plants,Fabaceae,Ononis,reclinata,dtol,,,,,,
Flowering plants,Fabaceae,Ononis,repens,dtol_other_priority,,yes,,,,
Flowering plants,Fabaceae,Ononis,spinosa,dtol,,,,,,
Flowering plants,Fabaceae,Ornithopus,perpusillus,dtol,,,,,yes,
Flowering plants,Fabaceae,Ornithopus,pinnatus,dtol,,,,,,
Flowering plants,Fabaceae,Oxytropis,campestris,dtol,,,,,,
Flowering plants,Fabaceae,Oxytropis,halleri,dtol,,,,,,
Flowering plants,Fabaceae,Robinia,pseudoacacia,dtol_other_priority,yes,,,,yes,
Flowering plants,Fabaceae,Trifolium,arvense,dtol,,,,,yes,
Flowering plants,Fabaceae,Trifolium,bocconei,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,campestre,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,dubium,dtol,,,,yes,,
Flowering plants,Fabaceae,Trifolium,fragiferum,dtol,,,,,yes,
Flowering plants,Fabaceae,Trifolium,glomeratum,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,medium,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,micranthum,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,occidentale,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,ochroleucon,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,ornithopodioides,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,pratense,dtol_family_representative,yes,,,,yes,
Flowering plants,Fabaceae,Trifolium,repens,dtol,,,,,RBGK,
Flowering plants,Fabaceae,Trifolium,scabrum,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,squamosum,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,striatum,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,strictum,dtol,,,,,,
Flowering plants,Fabaceae,Trifolium,subterraneum,dtol,,,,,RBGK,
Flowering plants,Fabaceae,Trifolium,suffocatum,dtol,,,,,,
Flowering plants,Fabaceae,Ulex,europaeus,dtol_other_priority,,yes,,,,
Flowering plants,Fabaceae,Ulex,gallii,dtol,,,,,,
Flowering plants,Fabaceae,Ulex,minor,dtol_other_priority,yes,,,,yes,
Flowering plants,Fabaceae,Vicia,bithynica,dtol,,,,,,
Flowering plants,Fabaceae,Vicia,cracca,dtol_other_priority,,yes,,,,
Flowering plants,Fabaceae,Vicia,lathyroides,dtol,,,,,,
Flowering plants,Fabaceae,Vicia,lutea,dtol,,,,,,
Flowering plants,Fabaceae,Vicia,orobus,dtol,,,,,,
Flowering plants,Fabaceae,Vicia,sativa,dtol,,,,,yes,
Flowering plants,Fabaceae,Vicia,sepium,dtol,,,,,,
Flowering plants,Fagaceae,Castanea,sativa,dtol,,,,,,
Flowering plants,Fagaceae,Fagus,sylvatica,dtol_family_representative,yes,,,,yes,
Flowering plants,Fagaceae,Quercus,cerris,dtol,,,,,yes,
Flowering plants,Fagaceae,Quercus,ilex,dtol,,,,,yes,
Flowering plants,Fagaceae,Quercus,petraea,dtol_family_representative,yes,yes,,,,
Flowering plants,Fagaceae,Quercus,robur,dtol,,,,,yes,
Flowering plants,Frankeniaceae,Frankenia,laevis,dtol_family_representative,yes,,,,yes,
Flowering plants,Gentianaceae,Blackstonia,perfoliata,dtol,,,,,yes,
Flowering plants,Gentianaceae,Centaurium,erythraea,dtol_family_representative,yes,,,yes,,
Flowering plants,Gentianaceae,Centaurium,littorale,dtol,,,,,,
Flowering plants,Gentianaceae,Centaurium,portense,dtol,,,,,,
Flowering plants,Gentianaceae,Centaurium,pulchellum,dtol,,,,,,
Flowering plants,Gentianaceae,Centaurium,tenuiflorum,dtol,,,,,,
Flowering plants,Gentianaceae,Cicendia,filiformis,dtol,,,,,,
Flowering plants,Gentianaceae,Exaculum,pusillum,dtol,,,,,,
Flowering plants,Gentianaceae,Gentiana,nivalis,dtol,,,,,,
Flowering plants,Gentianaceae,Gentiana,pneumonanthe,dtol,,,,,,
Flowering plants,Gentianaceae,Gentiana,verna,dtol,,,,,,
Flowering plants,Gentianaceae,Gentianella,amarella,dtol,,,,yes,,
Flowering plants,Gentianaceae,Gentianella,anglica,dtol,,,,,,
Flowering plants,Gentianaceae,Gentianella,campestris,dtol_family_representative,yes,,,RBGE,,
Flowering plants,Gentianaceae,Gentianella,germanica,dtol,,,,,,
Flowering plants,Gentianaceae,Gentianopsis,ciliata,dtol,,,,,,
Flowering plants,Geraniaceae,Erodium,aethiopicum,dtol,,,,,,
Flowering plants,Geraniaceae,Erodium,cicutarium,dtol,,,,,,
Flowering plants,Geraniaceae,Erodium,maritimum,dtol_family_representative,yes,yes,,,,
Flowering plants,Geraniaceae,Erodium,moschatum,dtol,,,,,yes,
Flowering plants,Geraniaceae,Geranium,columbinum,dtol_family_representative,yes,,,,yes,
Flowering plants,Geraniaceae,Geranium,dissectum,dtol,,,,,yes,
Flowering plants,Geraniaceae,Geranium,lucidum,dtol,,,,,yes,
Flowering plants,Geraniaceae,Geranium,molle,dtol,,,,,,
Flowering plants,Geraniaceae,Geranium,pratense,dtol,,,,yes,,
Flowering plants,Geraniaceae,Geranium,purpureum,dtol,,,,,,
Flowering plants,Geraniaceae,Geranium,pusillum,dtol,,,,,,
Flowering plants,Geraniaceae,Geranium,robertianum,dtol_other_priority,,yes,,yes,,2020 sample failed sequencing - recollected
Flowering plants,Geraniaceae,Geranium,rotundifolium,dtol,,,,,yes,
Flowering plants,Geraniaceae,Geranium,sanguineum,dtol,,,,yes,,
Flowering plants,Geraniaceae,Geranium,sylvaticum,dtol,,,,yes,,
Flowering plants,Grossulariaceae,Ribes,alpinum,dtol,,,,,,
Flowering plants,Grossulariaceae,Ribes,rubrum,dtol_family_representative,yes,,,yes,yes,
Flowering plants,Grossulariaceae,Ribes,spicatum,dtol,,,,,,
Flowering plants,Gunneraceae,Gunnera,manicata,dtol,,,,,yes,
Flowering plants,Gunneraceae,Gunnera,tinctoria,dtol_family_representative,yes,,,,yes,
Flowering plants,Haloragaceae,Myriophyllum,alterniflorum,dtol_family_representative,yes,,,yes,,
Flowering plants,Haloragaceae,Myriophyllum,aquaticum,dtol,,,,,,
Flowering plants,Haloragaceae,Myriophyllum,spicatum,dtol,,,,,,
Flowering plants,Haloragaceae,Myriophyllum,verticillatum,dtol,,,,,,
Flowering plants,Hydrocharitaceae,Egeria,densa,dtol,,,,,,
Flowering plants,Hydrocharitaceae,Elodea,nuttallii,dtol_family_representative,yes,,,yes,,
Flowering plants,Hydrocharitaceae,Hydrilla,verticillata,dtol,,,,,,
Flowering plants,Hydrocharitaceae,Hydrocharis,morsus-ranae,dtol_family_representative,yes,,,,,
Flowering plants,Hydrocharitaceae,Lagarosiphon,major,dtol,,,,,,
Flowering plants,Hydrocharitaceae,Najas,flexilis,dtol,,,,,,
Flowering plants,Hydrocharitaceae,Najas,marina,dtol,,,,,,
Flowering plants,Hydrocharitaceae,Stratiotes,aloides,dtol,,,,,yes,
Flowering plants,Hydrocotylaceae,Hydrocotyle,ranunculoides,dtol,,,,,RBGK,
Flowering plants,Hydrocotylaceae,Hydrocotyle,vulgaris,dtol_other_priority,yes,,,yes,,
Flowering plants,Hypericaceae,Hypericum,androsaemum,dtol,,,,,,
Flowering plants,Hypericaceae,Hypericum,elodes,dtol,,,,,,
Flowering plants,Hypericaceae,Hypericum,hirsutum,dtol,,,,,,
Flowering plants,Hypericaceae,Hypericum,humifusum,dtol,,,,,,
Flowering plants,Hypericaceae,Hypericum,linariifolium,dtol,,,,,,
Flowering plants,Hypericaceae,Hypericum,maculatum,dtol,,,,,,
Flowering plants,Hypericaceae,Hypericum,montanum,dtol,,,,,,
Flowering plants,Hypericaceae,Hypericum,perforatum,dtol_other_priority,yes,yes,,,,
Flowering plants,Hypericaceae,Hypericum,pulchrum,dtol_family_representative,yes,,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Hypericaceae,Hypericum,tetrapterum,dtol,,,,,,
Flowering plants,Hypericaceae,Hypericum,undulatum,dtol,,,,,,
Flowering plants,Iridaceae,Crocosmia,pottsii,,,,,,yes,C. x crocosmiiflora
Flowering plants,Iridaceae,Gladiolus,illyricus,dtol,,,,,,
Flowering plants,Iridaceae,Iris,foetidissima,dtol,,,,,RBGK,
Flowering plants,Iridaceae,Iris,pseudacorus,dtol_family_representative,yes,yes,,,,
Flowering plants,Iridaceae,Romulea,columnae,dtol_other_priority,yes,,,,,
Flowering plants,Juglandaceae,Juglans,regia,dtol_family_representative,yes,,,yes,,
Flowering plants,Juncaceae,Juncus,acutiflorus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,acutus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,alpinoarticulatus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,articulatus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,balticus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,biglumis,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,bufonius,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,bulbosus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,capitatus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,castaneus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,compressus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,conglomeratus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,effusus,dtol_family_representative,yes,yes,,,,
Flowering plants,Juncaceae,Juncus,filiformis,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,foliosus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,gerardii,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,inflexus,dtol,,,,yes,,
Flowering plants,Juncaceae,Juncus,maritimus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,pygmaeus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,ranarius,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,squarrosus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,subnodulosus,dtol,,,,,,
Flowering plants,Juncaceae,Juncus,trifidus,dtol,,,,yes,,
Flowering plants,Juncaceae,Juncus,triglumis,dtol,,,,,,
Flowering plants,Juncaceae,Luzula,arcuata,dtol,,,,,,
Flowering plants,Juncaceae,Luzula,campestris,dtol,,,,,,
Flowering plants,Juncaceae,Luzula,forsteri,dtol,,,,,,
Flowering plants,Juncaceae,Luzula,multiflora,dtol,,,,,,
Flowering plants,Juncaceae,Luzula,pallescens,dtol,,,,,,
Flowering plants,Juncaceae,Luzula,pallidula,dtol,,,,,,
Flowering plants,Juncaceae,Luzula,pilosa,dtol,,,,,,
Flowering plants,Juncaceae,Luzula,spicata,dtol,,,,,,
Flowering plants,Juncaceae,Luzula,sylvatica,dtol_family_representative,yes,yes,,,,
Flowering plants,Juncaginaceae,Triglochin,maritima,dtol,,,,yes,,
Flowering plants,Juncaginaceae,Triglochin,palustris,dtol_family_representative,yes,,,yes,,
Flowering plants,Lamiaceae,Ajuga,chamaepitys,dtol,,,,,,
Flowering plants,Lamiaceae,Ajuga,pyramidalis,dtol,,,,,,
Flowering plants,Lamiaceae,Ajuga,reptans,dtol,,,,,,
Flowering plants,Lamiaceae,Ballota,nigra,dtol_other_priority,,yes,,,,
Flowering plants,Lamiaceae,Betonica,officinalis,dtol,,,,,,
Flowering plants,Lamiaceae,Clinopodium,acinos,dtol,,,,,,
Flowering plants,Lamiaceae,Clinopodium,ascendens,dtol,,,,,,
Flowering plants,Lamiaceae,Clinopodium,menthifolium,dtol,,,,,,
Flowering plants,Lamiaceae,Clinopodium,nepeta,dtol,,,,,,
Flowering plants,Lamiaceae,Clinopodium,vulgare,dtol,,,,,,
Flowering plants,Lamiaceae,Galeopsis,angustifolia,dtol,,,,,,
Flowering plants,Lamiaceae,Galeopsis,bifida,dtol,,,,,,
